title,note,url,tags,comment,source_list,status,google_place_id,google_name,google_maps_uri,formatted_address,neighborhood,city,state,country,country_code,postal_code,latitude,longitude,primary_type,google_types,business_status,google_rating,review_count,price_level,match_status
Acai And The Tribe,,https://www.google.com/maps/place/Acai+And+The+Tribe/data=!4m2!3m1!1s0x4876052b560bedf1:0x8589cc26db7aeb9f,,,Wanna go,wanna_go,ChIJ8e0LVisFdkgRn-t62ybMiYU,Acai And The Tribe,https://maps.google.com/?cid=9622446546116864927&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"279 Fulham Rd., London SW10 9QA, UK",,Greater London,England,United Kingdom,GB,SW10 9QA,51.487443299999995,-0.1782807,acai_shop,"acai_shop, brazilian_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.6,260.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
The Atlas,,https://www.google.com/maps/place/The+Atlas/data=!4m2!3m1!1s0x48760f8efe9ef66d:0x6963afa1af4e0c2d,,,Wanna go,wanna_go,ChIJbfae_o4PdkgRLQxOr6GvY2k,The Atlas,https://maps.google.com/?cid=7594106505642511405&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"16 Seagrave Rd, London SW6 1RX, UK",,Greater London,England,United Kingdom,GB,SW6 1RX,51.486185299999995,-0.196257,pub,"pub, gastropub, bar, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.4,987.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
The Vault,,https://www.google.com/maps/place/The+Vault/data=!4m2!3m1!1s0x487604d2cce259a7:0x58085ffdde363925,,,Wanna go,wanna_go,ChIJp1nizNIEdkgRJTk23v1fCFg,The Vault,https://maps.google.com/?cid=6343425619110803749&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"3 Greek St, London W1D 4NX, UK",,Greater London,England,United Kingdom,GB,W1D 4NX,51.514810499999996,-0.1312439,cocktail_bar,"cocktail_bar, pub, liquor_store, bar, store, point_of_interest, establishment",OPERATIONAL,4.5,557.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Yeni,,https://www.google.com/maps/place/Yeni/data=!4m2!3m1!1s0x48760569c3227db5:0x4d765efd66068dac,,,Wanna go,wanna_go,ChIJtX0iw2kFdkgRrI0GZv1edk0,Yeni,https://maps.google.com/?cid=5581753230603750828&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"55 Beak St, Carnaby, London W1F 9SH, UK",Carnaby,Greater London,England,United Kingdom,GB,W1F 9SH,51.5126712,-0.1371098,turkish_restaurant,"turkish_restaurant, mediterranean_restaurant, middle_eastern_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.8,2700.0,,RESOLVED_FROM_URL
Al Santo,,https://www.google.com/maps/place/Al+Santo/data=!4m2!3m1!1s0x48760f851b116835:0x7e240882121ffc5,,,Wanna go,wanna_go,ChIJNWgRG4UPdkgRxf8hIYhA4gc,Al Santo,https://maps.google.com/?cid=568087456417710021&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"23 Vanston Pl, London SW6 1AZ, UK",,Greater London,England,United Kingdom,GB,SW6 1AZ,51.4811714,-0.1976759,italian_restaurant,"italian_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.6,914.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Next Door Records (record shop),,https://www.google.com/maps/place/Next+Door+Records+(record+shop)/data=!4m2!3m1!1s0x48760fd25051cdcf:0x4e76ce95ee425ffb,,,Wanna go,wanna_go,ChIJz81RUNIPdkgR-19C7pXOdk4,Next Door Records,https://maps.google.com/?cid=5653933525553012731&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"304 Uxbridge Rd, London W12 7LJ, UK",,Greater London,England,United Kingdom,GB,W12 7LJ,51.5064189,-0.2315084,store,"liquor_store, live_music_venue, cafe, event_venue, bar, store, food, point_of_interest, establishment",OPERATIONAL,4.6,276.0,,RESOLVED_FROM_URL
Fatt Pundit,,https://www.google.com/maps/place/Fatt+Pundit/data=!4m2!3m1!1s0x487605bfc7dd70a3:0x8cffae89825e1055,,,Wanna go,wanna_go,ChIJo3Ddx78FdkgRVRBegomu_4w,Fatt Pundit,https://maps.google.com/?cid=10160031189992083541&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"77 Berwick St, London W1F 8TH, UK",,Greater London,England,United Kingdom,GB,W1F 8TH,51.5143645,-0.1357301,asian_fusion_restaurant,"asian_fusion_restaurant, fusion_restaurant, asian_restaurant, cantonese_restaurant, halal_restaurant, vegan_restaurant, vegetarian_restaurant, chinese_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.8,14361.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
El Inca Plebeyo Restaurant,,https://www.google.com/maps/place/El+Inca+Plebeyo+Restaurant/data=!4m2!3m1!1s0x48761b610ab1897b:0x7ec2cc0f30f6733c,,,Wanna go,wanna_go,ChIJe4mxCmEbdkgRPHP2MA_Mwn4,El Inca Plebeyo Restaurant,https://maps.google.com/?cid=9134087359878820668&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"162 Essex Rd, London N1 8LY, UK",,Greater London,England,United Kingdom,GB,N1 8LY,51.5398894,-0.0966967,restaurant,"brunch_restaurant, cocktail_bar, latin_american_restaurant, vegan_restaurant, south_american_restaurant, meal_takeaway, vegetarian_restaurant, bar, seafood_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.7,1235.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Namaiki,,https://www.google.com/maps/place/Namaiki/data=!4m2!3m1!1s0x4876057b4689de29:0x9f5b9ad9a589bf4e,,,Wanna go,wanna_go,ChIJKd6JRnsFdkgRTr-JpdmaW58,Namaiki,https://maps.google.com/?cid=11482941934487060302&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"14 Broadwick St, London W1F 8HP, UK",,Greater London,England,United Kingdom,GB,W1F 8HP,51.514029400000005,-0.1349968,sushi_restaurant,"sushi_restaurant, japanese_restaurant, restaurant, point_of_interest, food, establishment",OPERATIONAL,4.7,240.0,PRICE_LEVEL_VERY_EXPENSIVE,RESOLVED_FROM_URL
Intermission Coffee,,https://www.google.com/maps/place/Intermission+Coffee/data=!4m2!3m1!1s0x487611a8f88a53c7:0xc84f5d173ae047c5,,,Wanna go,wanna_go,ChIJx1OK-KgRdkgRxUfgOhddT8g,Intermission Coffee,https://maps.google.com/?cid=14433857685099136965&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Unit 2 The, Heritage Ln, London NW6 2BR, UK",,Greater London,England,United Kingdom,GB,NW6 2BR,51.5472794,-0.19136899999999998,coffee_shop,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",OPERATIONAL,4.7,404.0,PRICE_LEVEL_INEXPENSIVE,RESOLVED_FROM_URL
Paul Rothe & Son,Coronation chicken sandwich,https://www.google.com/maps/place/Paul+Rothe+%26+Son/data=!4m2!3m1!1s0x48761ad2ee16db9f:0xef6fc3d29e5179aa,,,Wanna go,wanna_go,ChIJn9sW7tIadkgRqnlRntLDb-8,Paul Rothe & Son,https://maps.google.com/?cid=17253224006846347690&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"35 Marylebone Ln, London W1U 2NN, UK",,Greater London,England,United Kingdom,GB,W1U 2NN,51.516828999999994,-0.1508311,deli,"deli, sandwich_shop, coffee_shop, cafe, food_store, store, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.8,656.0,PRICE_LEVEL_INEXPENSIVE,RESOLVED_FROM_URL
Cavita,,https://www.google.com/maps/place/Cavita/data=!4m2!3m1!1s0x48761b393572e0d7:0xf713f041e8992ec2,,,Wanna go,wanna_go,ChIJ1-ByNTkbdkgRwi6Z6EHwE_c,Cavita,https://maps.google.com/?cid=17803837917791596226&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"56-60 Wigmore St, London W1U 2RZ, UK",,Greater London,England,United Kingdom,GB,W1U 2RZ,51.5163825,-0.1495688,mexican_restaurant,"mexican_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.3,921.0,PRICE_LEVEL_VERY_EXPENSIVE,RESOLVED_FROM_URL
Aki London,,https://www.google.com/maps/place/Aki+London/data=!4m2!3m1!1s0x48761b197f8f8385:0xc98bdc7a0935849b,,,Wanna go,wanna_go,ChIJhYOPfxkbdkgRm4Q1CXrci8k,Aki London,https://maps.google.com/?cid=14522943840084919451&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"1 Cavendish Square, London W1G 0LA, UK",,Greater London,England,United Kingdom,GB,W1G 0LA,51.516330599999996,-0.1435976,japanese_restaurant,"japanese_restaurant, asian_restaurant, sushi_restaurant, steak_house, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.6,266.0,PRICE_LEVEL_VERY_EXPENSIVE,RESOLVED_FROM_URL
Elliot’s - South Hackney,,https://www.google.com/maps/place/Elliot%E2%80%99s+-+South+Hackney/data=!4m2!3m1!1s0x48761d96330c329b:0x37a9eaf0ab4df8e4,,,Wanna go,wanna_go,ChIJmzIMM5YddkgR5PhNq_DqqTc,Elliot’s - Hackney,https://maps.google.com/?cid=4010995262537201892&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"121-123 Mare St, London E8 4RH, UK",,Greater London,England,United Kingdom,GB,E8 4RH,51.5380652,-0.0575667,restaurant,"restaurant, food, point_of_interest, establishment",OPERATIONAL,4.4,493.0,PRICE_LEVEL_EXPENSIVE,RESOLVED_FROM_URL
Riffs,,https://www.google.com/maps/place/Riffs/data=!4m2!3m1!1s0x48760fe78240fe27:0xf5aa7cba92da7775,,,Wanna go,wanna_go,ChIJJ_5AgucPdkgRdXfakrp8qvU,Riffs,https://maps.google.com/?cid=17702098426102708085&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"5a Normand Rd, London W14 9PT, UK",,Greater London,England,United Kingdom,GB,W14 9PT,51.4853394,-0.20674199999999998,coffee_shop,"coffee_shop, cafe, food_store, store, food, point_of_interest, establishment",OPERATIONAL,4.9,240.0,PRICE_LEVEL_INEXPENSIVE,RESOLVED_FROM_URL
Champor-Champor,,https://www.google.com/maps/place/Champor-Champor/data=!4m2!3m1!1s0x4876035a57559f59:0xe3cff852f6d1a545,,,Wanna go,wanna_go,ChIJWZ9VV1oDdkgRRaXR9lL4z-M,Champor-Champor,https://maps.google.com/?cid=16415612202000688453&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"62-64 Weston St, London SE1 3QJ, UK",,Greater London,England,United Kingdom,GB,SE1 3QJ,51.502491199999994,-0.08542229999999999,thai_restaurant,"thai_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.5,1344.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Beast,,https://www.google.com/maps/place/Beast/data=!4m2!3m1!1s0x48761ad35603f475:0x251affc33e9100cb,,,Wanna go,wanna_go,ChIJdfQDVtMadkgRywCRPsP_GiU,Beast,https://maps.google.com/?cid=2673730542831206603&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"3 Chapel Pl, London W1G 0BG, UK",,Greater London,England,United Kingdom,GB,W1G 0BG,51.5152845,-0.1469161,steak_house,"steak_house, cocktail_bar, wine_bar, fine_dining_restaurant, bar, seafood_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.6,1406.0,PRICE_LEVEL_VERY_EXPENSIVE,RESOLVED_FROM_URL
Pub On The Park,,https://www.google.com/maps/place/Pub+On+The+Park/data=!4m2!3m1!1s0x48761ce5f0fff627:0xe9be1c630f1a9d7b,,,Wanna go,wanna_go,ChIJJ_b_8OUcdkgRe50aD2Mcvuk,Pub On The Park,https://maps.google.com/?cid=16842930868192976251&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"19 Martello St, London E8 3PE, UK",,Greater London,England,United Kingdom,GB,E8 3PE,51.542092499999995,-0.05827210000000001,pub,"pub, bar, point_of_interest, establishment",OPERATIONAL,4.2,2142.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Hootananny Brixton,,https://www.google.com/maps/place/Hootananny+Brixton/data=!4m2!3m1!1s0x4876046bb9cc7ca3:0xdbc93c44031ce2bd,,,Wanna go,wanna_go,ChIJo3zMuWsEdkgRveIcA0Q8yds,Hootananny Brixton,https://maps.google.com/?cid=15837255827432727229&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"95 Effra Rd, London SW2 1DF, UK",,Greater London,England,United Kingdom,GB,SW2 1DF,51.4553667,-0.11323609999999999,pub,"pub, live_music_venue, event_venue, bar, association_or_organization, point_of_interest, establishment",OPERATIONAL,4.3,2801.0,,RESOLVED_FROM_URL
Railway Tavern,,https://www.google.com/maps/place/Railway+Tavern/data=!4m2!3m1!1s0x4876041acbc5bd33:0xa40d937af9ad62dc,,,Wanna go,wanna_go,ChIJM73FyxoEdkgR3GKt-XqTDaQ,Railway Tavern,https://maps.google.com/?cid=11821266753301603036&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"The Railway, 7 Station Rise, Norwood, London SE27 9BW, UK",Norwood,Greater London,England,United Kingdom,GB,SE27 9BW,51.440109799999995,-0.1052757,pub,"pub, bar, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.3,1190.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Mother Mash - Carnaby,,https://www.google.com/maps/place/Mother+Mash+-+Carnaby/data=!4m2!3m1!1s0x487604d50d5da51d:0x55437a36fa553944,,,Wanna go,wanna_go,ChIJHaVdDdUEdkgRRDlV-jZ6Q1U,Mother Mash Carnaby,https://maps.google.com/?cid=6143888693210200388&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"26 Ganton St, Carnaby, London W1F 7QZ, UK",Carnaby,Greater London,England,United Kingdom,GB,W1F 7QZ,51.512926799999995,-0.1393433,british_restaurant,"british_restaurant, european_restaurant, bakery, food_store, store, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.6,4157.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Duchy,,https://www.google.com/maps/place/Duchy/data=!4m2!3m1!1s0x48761d00032e91e3:0xd5c78ceaed0589da,,,Wanna go,wanna_go,ChIJ45EuAwAddkgR2okF7eqMx9U,Duchy,https://maps.google.com/?cid=15404435991070869978&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"18 Phipp St, London EC2A 4NU, UK",,Greater London,England,United Kingdom,GB,EC2A 4NU,51.524027399999994,-0.08156709999999999,restaurant,"french_restaurant, italian_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.8,167.0,PRICE_LEVEL_EXPENSIVE,RESOLVED_FROM_URL
Angelina,,https://www.google.com/maps/place/Angelina/data=!4m2!3m1!1s0x48761c92a5f45931:0xa9ee78a8f57dff84,,,Wanna go,wanna_go,ChIJMVn0pZIcdkgRhP999ah47qk,Angelina,https://maps.google.com/?cid=12244857103935471492&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"56 Dalston Ln, London E8 3AH, UK",,Greater London,England,United Kingdom,GB,E8 3AH,51.5461368,-0.0712472,restaurant,"restaurant, fusion_restaurant, food, point_of_interest, establishment",OPERATIONAL,4.8,1977.0,PRICE_LEVEL_VERY_EXPENSIVE,RESOLVED_FROM_URL
Parsons,,https://www.google.com/maps/place/Parsons/data=!4m2!3m1!1s0x487604cccbd3e0fd:0xec8f04459fd0433,,,Wanna go,wanna_go,ChIJ_eDTy8wEdkgRMwT9WUTwyA4,Parsons,https://maps.google.com/?cid=1065365488231318579&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"39 Endell St, London WC2H 9BA, UK",,Greater London,England,United Kingdom,GB,WC2H 9BA,51.5146665,-0.1249446,seafood_restaurant,"seafood_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.7,820.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Randall & Aubin,,https://www.google.com/maps/place/Randall+%26+Aubin/data=!4m2!3m1!1s0x487604d39d8e473d:0x3f7322c44937ceba,,,Wanna go,wanna_go,ChIJPUeOndMEdkgRus43ScQicz8,Randall & Aubin,https://maps.google.com/?cid=4572036273148513978&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"16 Brewer St, London W1F 0SQ, UK",,Greater London,England,United Kingdom,GB,W1F 0SQ,51.512327899999995,-0.1341322,seafood_restaurant,"seafood_restaurant, french_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.6,2186.0,PRICE_LEVEL_EXPENSIVE,RESOLVED_FROM_URL
The Noodle Inn,,https://www.google.com/maps/place/The+Noodle+Inn/data=!4m2!3m1!1s0x487605002d20fb81:0x9c08e0f961889767,,,Wanna go,wanna_go,ChIJgfsgLQAFdkgRZ5eIYfngCJw,Noodle Inn Soho,https://maps.google.com/?cid=11243483831418263399&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"4-6 Old Compton St, London W1D 4TA, UK",,Greater London,England,United Kingdom,GB,W1D 4TA,51.513851499999994,-0.1297458,chinese_restaurant,"chinese_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.2,1906.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Rock and Sole Plaice,,https://www.google.com/maps/place/Rock+and+Sole+Plaice/data=!4m2!3m1!1s0x48761b332d200beb:0x48d71f34cb08b139,,,Wanna go,wanna_go,ChIJ6wsgLTMbdkgRObEIyzQf10g,Rock and Sole Plaice,https://maps.google.com/?cid=5248698202328707385&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"47 Endell St, London WC2H 9AJ, UK",,Greater London,England,United Kingdom,GB,WC2H 9AJ,51.5148151,-0.12512869999999998,fish_and_chips_restaurant,"fish_and_chips_restaurant, meal_takeaway, british_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.3,5702.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
The Fat Badger - Notting Hill,,https://www.google.com/maps/place/The+Fat+Badger+-+Notting+Hill/data=!4m2!3m1!1s0x487611002b79164d:0xa27efed255ac52cb,,,Wanna go,wanna_go,ChIJTRZ5KwARdkgRy1KsVdL-fqI,The Fat Badger | Notting Hill,https://maps.google.com/?cid=11709076260543812299&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"310 Portobello Rd, London W10 5TA, UK",,Greater London,England,United Kingdom,GB,W10 5TA,51.5210022,-0.2093261,pub,"pub, gastropub, bar, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.4,259.0,PRICE_LEVEL_VERY_EXPENSIVE,RESOLVED_FROM_URL
Seed Library,,https://www.google.com/maps/place/Seed+Library/data=!4m2!3m1!1s0x48761d98f1354c2b:0xe67193b548ce8441,,,Wanna go,wanna_go,ChIJK0w18ZgddkgRQYTOSLWTceY,Seed Library,https://maps.google.com/?cid=16605215707911586881&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"100 Shoreditch High St, London E1 6JQ, UK",,Greater London,England,United Kingdom,GB,E1 6JQ,51.5254273,-0.0772913,cocktail_bar,"cocktail_bar, bar, point_of_interest, establishment",OPERATIONAL,4.6,430.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
"JOIA Restaurant, Bar & Rooftop",,"https://www.google.com/maps/place/JOIA+Restaurant,+Bar+%26+Rooftop/data=!4m2!3m1!1s0x487605ba4347b147:0x6b981b55720d6870",,,Wanna go,wanna_go,ChIJR7FHQ7oFdkgRcGgNclUbmGs,"JOIA Restaurant, Bar & Rooftop",https://maps.google.com/?cid=7752976812317960304&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"15th Floor, 1 Electric Blvd, Nine Elms, London SW11 8BJ, UK",Nine Elms,Greater London,England,United Kingdom,GB,SW11 8BJ,51.4806861,-0.1455533,restaurant,"restaurant, food, point_of_interest, establishment",OPERATIONAL,4.4,896.0,,RESOLVED_FROM_URL
Matchado,,https://www.google.com/maps/place/Matchado/data=!4m2!3m1!1s0x48761b2f313514f5:0x493e66956ff3f1d3,,,Wanna go,wanna_go,ChIJ9RQ1MS8bdkgR0_Hzb5VmPkk,Matchado,https://maps.google.com/?cid=5277768605339218387&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"119, Lower, Stable St, London N1C 4DR, UK",,Greater London,England,United Kingdom,GB,N1C 4DR,51.535288599999994,-0.12621,food_store,"coffee_shop, meal_takeaway, cafe, confectionery, food_store, store, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.3,286.0,,RESOLVED_FROM_URL
Comptoir Bakery Bermondsey,,https://www.google.com/maps/place/Comptoir+Bakery+Bermondsey/data=!4m2!3m1!1s0x48760344cb65ba23:0xe05fc146cea2330c,,,Wanna go,wanna_go,ChIJI7ply0QDdkgRDDOizkbBX-A,Comptoir Bakery Bermondsey,https://maps.google.com/?cid=16167853697141977868&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"96 Bermondsey St, London SE1 3UB, UK",,Greater London,England,United Kingdom,GB,SE1 3UB,51.500811,-0.0819699,bakery,"bakery, pastry_shop, sandwich_shop, coffee_shop, dessert_shop, cafe, confectionery, food_store, store, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.4,494.0,PRICE_LEVEL_INEXPENSIVE,RESOLVED_FROM_URL
Layla Bakery,,https://www.google.com/maps/place/Layla+Bakery/data=!4m2!3m1!1s0x487611148abd395d:0xe70a99dc5a334985,,,Wanna go,wanna_go,ChIJXTm9ihQRdkgRhUkzWtyZCuc,Layla Bakery,https://maps.google.com/?cid=16648288144213625221&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"332 Portobello Rd, London W10 5SA, UK",,Greater London,England,United Kingdom,GB,W10 5SA,51.5216871,-0.21048019999999998,bakery,"bakery, food_store, store, food, point_of_interest, establishment",OPERATIONAL,4.2,973.0,PRICE_LEVEL_INEXPENSIVE,RESOLVED_FROM_URL
Frothee,,https://www.google.com/maps/place/Frothee/data=!4m2!3m1!1s0x48761b4ccfc7362b:0x21f5a9abbab7aa03,,,Wanna go,wanna_go,ChIJKzbHz0wbdkgRA6q3uqup9SE,Frothee King's Cross,https://maps.google.com/?cid=2447048527582833155&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"60 Caledonian Rd, London N1 9DP, UK",,Greater London,England,United Kingdom,GB,N1 9DP,51.5324021,-0.11995430000000001,cafe,"cafe, food, point_of_interest, establishment",OPERATIONAL,4.4,336.0,PRICE_LEVEL_INEXPENSIVE,RESOLVED_FROM_URL
The Chalk Freehouse,,https://www.google.com/maps/place/The+Chalk+Freehouse/data=!4m2!3m1!1s0x48760590eac09123:0xf0d99298b5a9f354,,,Wanna go,wanna_go,ChIJI5HA6pAFdkgRVPOptZiS2fA,The Butcher's Tap and Grill Chelsea,https://maps.google.com/?cid=17355063823629415252&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"27 Tryon St, London SW3 3LG, UK",,Greater London,England,United Kingdom,GB,SW3 3LG,51.4907957,-0.16306289999999998,pub,"pub, bar, point_of_interest, establishment",CLOSED_PERMANENTLY,4.1,299.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Campania,,https://www.google.com/maps/place/Campania/data=!4m2!3m1!1s0x48761cc75c30bbaf:0x8a8dacf09f9ee9ca,,,Wanna go,wanna_go,ChIJr7swXMccdkgRyumen_CsjYo,Campania,https://maps.google.com/?cid=9983826098420378058&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"23 Ezra St, London E2 7RH, UK",,Greater London,England,United Kingdom,GB,E2 7RH,51.5297263,-0.0696149,italian_restaurant,"italian_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.3,1067.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Albers,,https://www.google.com/maps/place/Albers/data=!4m2!3m1!1s0x48761d0056dbcb5b:0x3059e6bbb5769687,,,Wanna go,wanna_go,ChIJW8vbVgAddkgRh5Z2tbvmWTA,Albers,https://maps.google.com/?cid=3484069480625510023&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"23A Englefield Rd, London N1 4JX, UK",,Greater London,England,United Kingdom,GB,N1 4JX,51.542606899999996,-0.080012,restaurant,"restaurant, point_of_interest, food, establishment",OPERATIONAL,4.6,173.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
Speedboat Bar at The Electric,,https://www.google.com/maps/place/Speedboat+Bar+at+The+Electric/data=!4m2!3m1!1s0x48761130e31de25d:0x4f148f5b63f2f558,,,Wanna go,wanna_go,ChIJXeId4zARdkgRWPXyY1uPFE8,Speedboat Bar at The Electric,https://maps.google.com/?cid=5698337051212182872&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"191 Portobello Rd, London W11 2ED, UK",,Greater London,England,United Kingdom,GB,W11 2ED,51.51564,-0.2050407,thai_restaurant,"thai_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,4.6,366.0,PRICE_LEVEL_MODERATE,RESOLVED_FROM_URL
